business_name,technical_name,rule_name,object_name,start_line,start_column,end_line,end_column
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.GetRecipeFirstAlphaLetterName,1,1,75,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.GetSearchResult,1,1,71,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.GetSortingRecipe,1,1,73,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spDeleteExceptionLog,2,1,15,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spDeleteMultipleRecipeComment,2,1,19,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spDeleteUserRecipeInCookBook,2,1,17,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spInsertAFriendToFriendsList,2,1,34,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spInsertPMBlockedUser,2,1,25,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectAllArticleByUser,2,1,83,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectDisplayAllMembers,2,1,71,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectDisplayAllMembersAdmin,2,1,145,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectGetAllRecipeByUser,2,1,67,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectGetAllRecipeCommentByUser,2,1,85,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectGetUserArticleCommentByUser,2,1,102,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectLast25UsersWhoCommentedARecipe,2,1,31,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectPrivateMessages,2,1,153,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectRecipeCategory,1,1,27,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectSearchUser,2,1,66,1
Efficiency,Efficiency - SQL and Data Handling Performance,"Avoid ""SELECT *"" queries",XDPortal.dbo.spSelectUsersCookBookMain,2,1,77,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with High Depth of Nested Subqueries,XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,1,1,64,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.AdminDeleteRecipeCategory,1,1,26,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.AdminGetRecipeCategoryManager,1,1,25,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.GetArticleCategoryList,1,1,27,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.GetArticleCategoryListing,1,1,28,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.GetHomePageCategoryMainCourseRecipe,1,1,30,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.GetHomepageEthnicRegionalCategory,1,1,30,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.GetLastViewedRecipe,1,1,47,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.GetRecipeCategoryListSideMenu,1,1,28,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.GetRecipeOfTheDay,1,1,56,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spDeleteExceptionLog,2,1,15,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spDeleteMultipleRecipeComment,2,1,19,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectEventWeekViewBeginAndEndDate,1,1,64,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectLast10UpdatedArticle,2,1,31,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectLast10UpdatedRecipe,2,1,30,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectLast25UsersWhoAddedAFriend,2,1,43,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectLast25UsersWhoCommentedARecipe,2,1,31,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectPrivateMessages,2,1,153,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectRecipeCategory,1,1,27,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectSearchUser,2,1,66,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spSelectUsersWhoSavedThisRecipeInCookBook,2,1,33,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with SQL statement including subqueries,XDPortal.dbo.spValidateUsernameAndEmailOnRegistration,1,1,31,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.CategoryPage_Article,1,1,54,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetArticleDetails,1,1,59,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetArticleSearchResult,1,1,84,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetCategoryArticle,1,1,77,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetRecipeCategory,1,1,74,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetRecipeFirstAlphaLetterName,1,1,75,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetRecipeOfTheDay,1,1,56,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetRelatedRecipe,1,1,35,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetSearchResult,1,1,71,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.GetSortingRecipe,1,1,73,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spGetRecipeDetail,1,1,65,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectAllArticleByUser,2,1,83,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectAllPublicEvents,2,1,44,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectDisplayAllMembers,2,1,71,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectDisplayAllMembersAdmin,2,1,145,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectEventWeekView,2,1,43,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectFriendsList,1,1,38,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectFriendsListMainPage,2,1,42,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectGetAllRecipeByUser,2,1,67,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectGetAllRecipeCommentByUser,2,1,85,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectGetPublicEventDetails,2,1,33,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectGetUserArticleCommentByUser,2,1,102,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectLast5RecipeByUser,2,1,31,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectNewFriendsWaitingForApproval,2,1,35,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectPrivateMessages,2,1,153,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectUser,2,1,68,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectUserPrivateMessage,2,1,32,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectUsersCookBook,2,1,42,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectUsersCookBookMain,2,1,77,1
Efficiency,Complexity - SQL Queries,Avoid Artifacts with a Complex SELECT Clause (SQL),XDPortal.dbo.spSelectUsersrecipeInCookBook,2,1,40,1
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Artifacts with queries on too many Tables and/or Views,XDPortal.dbo.usersview,1,1,86,1
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),XDRecipe.BL.PagerLinks.DisplayNumericPagerLink,175,9,402,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),XDRecipe.BL.PagerLinks.DisplayNumericPagerLinkPrivateMessage,694,9,836,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),XDRecipe.Common.AlphabetLink.BuildLink,17,9,33,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),XDRecipe.Common.AlphabetLink.BuildLinkSearchMembers,35,9,51,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),XDRecipe.Common.Utilities.Utility.GetSeqCounter,475,9,495,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),XDRecipe.Common.Utilities.Utility.Val,813,9,862,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),admin_commentsmanager.DeleteAllSelectedItems_Click,153,5,182,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),eventweekview.BuildTable.get,178,9,194,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),eventweekview.GetEventDataReader,197,5,229,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),eventweekview.GetEventDataTable,245,5,300,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),eventweekview.PopulateDDLNumWeek,147,5,156,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),exceptionlogmanager.Delete_Exception,26,5,55,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),imgsecuritycode.Page_Load,18,5,61,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),newrecipexml.Page_Load,25,5,68,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),test.BuildCalendar,104,5,186,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),test.Page_Load,195,5,727,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),test.PrintDay,93,5,101,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),testcal.BuildCalendar.get,188,9,272,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),testcal.BuildTable.get,277,9,301,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),testcal.GetEventDataReader,304,5,336,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),testcal.GetEventDataTable,347,5,402,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),testcal.PopulateDDLNumWeek,156,5,165,6
Efficiency,Efficiency - Expensive Calls in Loops,Avoid String concatenation in loops (.NET),toprecipexml.Page_Load,25,5,68,6
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Tables without a clustered Index (SQL),XDPortal.dbo.Configuration,1,1,9,2
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Tables without a clustered Index (SQL),XDPortal.dbo.ConfigureLastViewedHours,1,1,3,2
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid Tables without a clustered Index (SQL),XDPortal.dbo.WhosOnline,1,1,9,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\addarticle.aspx,1,1,183,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\articlemanager.aspx,1,1,186,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\commentsmanager.aspx,1,1,171,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\configuration.aspx,1,1,232,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\deleteduserlogview.aspx,1,1,89,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\deleteuser.aspx,1,1,89,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\membershipmanagers.aspx,1,1,194,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\popupviewusercookbook.aspx,1,1,36,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\popupviewuserfriendslist.aspx,1,1,37,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\recipemanager.aspx,1,1,258,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\suspenduserwithnote.aspx,1,1,112,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\editarticle.aspx,1,1,177,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\pmsend.aspx,1,1,186,1
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid blocking page loading with synchronous Javascript import,C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\popupuserprofile.aspx,1,1,162,1
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\popupcalendarpicker.js.hideElement,41,1,80,2
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\js\popupcalendarpicker.js.showElement,82,1,101,2
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\editor_plugin_src.js._doExecCommand,212,20,1131,4
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\editor_plugin_src.js._doExecCommand.copyRow,432,4,469,5
Efficiency,Efficiency - Expensive Calls in Loops,Avoid calling a function in a termination loop (Javascript),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\table\editor_plugin_src.js._doExecCommand.trimRow,333,4,362,5
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\articlecommentsmanager.aspx.SelectAll,11,1,30,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\commentsmanager.aspx.SelectAll,11,1,30,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\exceptionlogmanager.aspx.$id,11,1,14,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\exceptionlogmanager.aspx.checkAll,16,1,24,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\exceptionlogmanager.aspx.unCheckAll,25,1,33,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\popupgetuserswhohasnotactivatedaccount.aspx.$id,11,1,14,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\popupgetuserswhohasnotactivatedaccount.aspx.checkAll,16,1,24,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\admin\popupgetuserswhohasnotactivatedaccount.aspx.unCheckAll,25,1,33,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\events.aspx.AddEventCalendar,14,1,17,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullscreen\fullscreen.htm.closeFullscreen,62,3,65,4
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullscreen\fullscreen.htm.doParentSubmit,67,3,76,4
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullscreen\fullscreen.htm.moveContent,58,3,60,4
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullscreen\fullscreen.htm.patchCallback,8,3,11,4
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullscreen\fullscreen.htm.render,78,3,94,4
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullscreen\fullscreen.htm.save_onsavecallback,48,34,52,4
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\fullscreen\fullscreen.htm.unloadHandler,54,3,56,4
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\tinymce_editor\plugins\paste\blank.htm.init,7,1,15,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\unittest2.aspx.createRequestObject,12,2,29,3
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\unittest2.aspx.handleResponseText,47,1,58,2
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid direct definition of JavaScript Functions in a Web page (Javascript/HTML5),C:\cast-AIPdata\deploy\RecipePortal\main_sources\DOTNET\unittest2.aspx.sendRequestTextPost,31,1,45,4
Efficiency,Efficiency - SQL and Data Handling Performance,Avoid explicit comparison with NULL,XDPortal.dbo.spAddRecipe,1,1,64,1
Efficiency,Efficiency - Expensive Calls in Loops,Avoid method invocation in a loop termination expression,XDRecipe.Common.Caching.PurgeCacheItems,54,9,73,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid method invocation in a loop termination expression,XDRecipe.Common.DropdownlistHelper.FillUpDropDown,19,9,51,10
Efficiency,Efficiency - Expensive Calls in Loops,Avoid method invocation in a loop termination expression,test.PrintDay,93,5,101,6
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.Execute,279,9,314,10
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetFromDataTable,41,9,81,10
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetFromReader,127,9,161,10
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetInt32,206,9,246,10
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetIntScalarVal,248,9,277,10
Efficiency,"Efficiency - Memory, Network and Disk Space Management","Avoid missing release of SQL connection after an effective lifetime (C#, VB.NET)",XDRecipe.DAL.DataAccess.GetString,163,9,204,10
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid missing release of stream connection after an effective lifetime,XDRecipe.Security.Encryption.Decrypt,94,9,162,10
Efficiency,"Efficiency - Memory, Network and Disk Space Management",Avoid missing release of stream connection after an effective lifetime,XDRecipe.Security.Encryption.Encrypt,28,9,92,10
